median_income,housing_median_age,latitude,longitude,households,median_house_value
5.5105,26.0,33.68,-117.97,241.0,232100.0
5.888,13.0,33.67,-118.01,490.0,447700.0
5.041,16.0,33.67,-118.01,774.0,397600.0
4.355,19.0,33.66,-118.01,910.0,429200.0
4.2289,25.0,33.66,-118.0,784.0,442700.0
2.8352,38.0,33.65,-118.02,399.0,408300.0
4.7245,13.0,33.68,-117.99,881.0,273600.0
3.5848,18.0,33.68,-117.99,451.0,186900.0
4.2165,15.0,33.67,-117.99,633.0,234600.0
3.4899,14.0,33.68,-117.99,769.0,216700.0
4.625,19.0,33.67,-117.99,756.0,282200.0
4.0385,12.0,33.67,-117.99,488.0,350000.0
3.5859,17.0,33.67,-117.99,423.0,262500.0
3.2353,16.0,33.66,-118.0,638.0,252900.0
4.6591,29.0,33.66,-117.99,236.0,353100.0
3.0625,14.0,33.66,-117.99,575.0,268800.0
4.3409,11.0,33.62,-118.02,754.0,271400.0
10.1154,5.0,33.65,-118.05,867.0,477700.0
6.4858,12.0,33.68,-118.0,943.0,285400.0
4.8125,34.0,33.67,-118.0,632.0,387800.0
4.0121,19.0,33.71,-118.0,971.0,279700.0
2.7614,18.0,33.71,-117.99,577.0,237500.0
2.7865,17.0,33.71,-117.99,432.0,216700.0
5.3886,23.0,33.71,-118.02,936.0,331900.0
6.3047,23.0,33.7,-118.02,769.0,285700.0
4.4453,22.0,33.72,-118.02,1594.0,267800.0
6.7418,23.0,33.73,-118.01,589.0,302500.0
5.1384,24.0,33.73,-118.02,1057.0,336900.0
5.163,24.0,33.72,-118.03,946.0,261000.0
4.6649,24.0,33.72,-118.04,1268.0,237800.0
3.8365,24.0,33.73,-117.99,414.0,250900.0
6.7395,26.0,33.73,-118.0,282.0,342800.0
3.1912,20.0,33.73,-117.99,817.0,220800.0
5.5514,26.0,33.72,-117.99,270.0,255700.0
4.2875,17.0,33.72,-117.99,535.0,134800.0
3.628,14.0,33.72,-117.99,475.0,188500.0
4.7515,18.0,33.71,-118.01,1248.0,295600.0
7.248,24.0,33.7,-118.01,588.0,302700.0
11.5199,3.0,33.69,-118.01,123.0,500001.0
4.625,13.0,33.7,-117.99,859.0,248800.0
5.3259,16.0,33.69,-117.99,270.0,216400.0
1.6705,12.0,33.69,-117.99,788.0,350000.0
5.8623,24.0,33.71,-118.02,435.0,287800.0
7.7854,15.0,33.7,-118.03,413.0,395300.0
6.0,26.0,33.71,-118.03,235.0,271400.0
9.5268,13.0,33.67,-118.07,718.0,437900.0
4.7821,14.0,33.72,-118.04,963.0,169400.0
4.1862,14.0,33.72,-118.05,656.0,188900.0
4.0238,15.0,33.72,-118.04,477.0,182500.0
5.883,13.0,33.7,-118.09,972.0,295100.0
6.0102,12.0,33.71,-118.04,769.0,396900.0
6.6188,32.0,33.75,-118.09,950.0,380000.0
4.7773,37.0,33.74,-118.1,282.0,400000.0
5.4011,15.0,33.75,-118.11,477.0,346400.0
4.8482,43.0,33.74,-118.11,309.0,500001.0
4.6369,44.0,33.74,-118.09,367.0,422200.0
5.0926,24.0,33.75,-118.11,314.0,390500.0
4.537,33.0,33.74,-118.1,465.0,495500.0
4.6528,31.0,33.74,-118.1,310.0,457100.0
5.0476,32.0,33.73,-118.11,334.0,500001.0
4.2287,32.0,33.74,-118.1,512.0,500001.0
4.9044,24.0,33.72,-118.07,254.0,485000.0
5.1824,32.0,33.72,-118.07,209.0,500001.0
8.7397,19.0,33.71,-118.09,197.0,500001.0
5.7704,17.0,33.72,-118.06,796.0,500001.0
8.8281,25.0,33.71,-118.05,547.0,461600.0
9.8177,22.0,33.72,-118.06,533.0,500001.0
9.8346,13.0,33.73,-118.07,303.0,401700.0
15.0001,14.0,33.72,-118.06,319.0,500001.0
10.5424,16.0,33.73,-118.06,578.0,500001.0
7.1673,14.0,33.72,-118.08,367.0,340700.0
5.0699,25.0,33.73,-118.05,467.0,266100.0
5.2589,17.0,33.72,-118.05,406.0,226100.0
3.8038,22.0,33.72,-118.05,1184.0,174500.0
1.8015,26.0,33.77,-118.09,392.0,62000.0
2.1944,26.0,33.77,-118.08,544.0,87500.0
2.2708,26.0,33.77,-118.08,510.0,67500.0
1.9074,26.0,33.77,-118.08,723.0,68500.0
1.4617,25.0,33.76,-118.08,597.0,46900.0
1.808,26.0,33.76,-118.09,414.0,58500.0
1.7675,26.0,33.77,-118.09,1393.0,61300.0
1.6111,26.0,33.76,-118.08,538.0,54300.0
1.2813,26.0,33.76,-118.08,313.0,46700.0
2.0952,27.0,33.76,-118.08,155.0,71300.0
1.7208,27.0,33.77,-118.09,627.0,67500.0
2.925,26.0,33.76,-118.0,436.0,176000.0
4.525,30.0,33.75,-118.01,652.0,186000.0
2.7589,26.0,33.75,-118.0,368.0,137500.0
6.394,25.0,33.74,-118.0,372.0,316700.0
4.25,27.0,33.76,-118.02,561.0,214800.0
5.7157,26.0,33.75,-118.02,475.0,231200.0
5.742,25.0,33.76,-118.03,790.0,221900.0
7.0879,16.0,33.76,-118.04,297.0,338800.0
5.2001,16.0,33.75,-118.04,614.0,235600.0
5.3559,26.0,33.74,-118.04,441.0,235800.0
6.128,26.0,33.74,-118.02,595.0,248200.0
5.5599,26.0,33.73,-118.02,597.0,234100.0
6.0609,25.0,33.74,-118.01,1232.0,264900.0
3.8158,24.0,33.75,-117.98,772.0,180000.0
3.3438,37.0,33.75,-117.98,273.0,199600.0
3.0909,30.0,33.75,-117.99,418.0,184400.0
4.7404,29.0,33.74,-117.98,620.0,207500.0
4.506,26.0,33.74,-117.99,739.0,240000.0
4.4261,16.0,33.74,-117.98,825.0,304700.0
4.375,17.0,33.73,-117.99,985.0,248100.0
6.6539,22.0,33.73,-117.98,660.0,284900.0
3.1902,29.0,33.77,-117.99,255.0,202400.0
4.0194,28.0,33.76,-117.98,636.0,197400.0
3.369,30.0,33.76,-117.99,359.0,190900.0
1.9439,17.0,33.76,-117.99,699.0,177700.0
3.3125,22.0,33.75,-117.99,743.0,191800.0
2.1375,23.0,33.76,-117.98,474.0,150000.0
4.4545,24.0,33.76,-117.98,418.0,192500.0
5.1345,27.0,33.75,-117.98,426.0,210600.0
5.1507,34.0,33.77,-118.02,338.0,207500.0
5.0091,33.0,33.77,-118.02,456.0,211500.0
3.6289,25.0,33.76,-118.02,385.0,195800.0
5.422,33.0,33.77,-118.01,264.0,204100.0
5.8362,32.0,33.77,-118.01,272.0,217500.0
3.9855,35.0,33.76,-118.01,317.0,191900.0
2.2981,26.0,33.76,-118.01,585.0,177700.0
3.4327,24.0,33.77,-118.0,264.0,192800.0
3.0263,29.0,33.76,-118.0,502.0,194200.0
3.5139,28.0,33.77,-118.0,456.0,211700.0
2.9083,14.0,33.76,-118.0,307.0,179200.0
3.0625,12.0,33.76,-118.0,334.0,208800.0
3.0,21.0,33.77,-118.03,829.0,221200.0
5.2077,7.0,33.77,-118.02,107.0,181300.0
5.635,27.0,33.77,-118.03,294.0,218900.0
5.8053,24.0,33.77,-118.03,590.0,255900.0
5.0866,32.0,33.76,-118.03,481.0,223500.0
7.1572,25.0,33.76,-118.04,527.0,294900.0
5.8914,26.0,33.79,-118.03,896.0,237600.0
4.1548,32.0,33.79,-118.03,611.0,216600.0
5.4372,30.0,33.79,-118.01,395.0,223200.0
5.5446,28.0,33.78,-118.02,554.0,228900.0
5.9357,19.0,33.78,-118.01,452.0,207400.0
5.1061,26.0,33.78,-118.03,298.0,257500.0
6.0,26.0,33.78,-118.01,373.0,233100.0
6.6453,25.0,33.78,-118.03,537.0,270100.0
5.8426,26.0,33.78,-118.04,569.0,259400.0
5.7705,25.0,33.78,-118.04,572.0,247100.0
6.0553,29.0,33.8,-118.08,591.0,369400.0
7.1221,34.0,33.8,-118.07,503.0,384500.0
7.6144,34.0,33.79,-118.08,396.0,376200.0
6.6137,26.0,33.78,-118.09,296.0,342700.0
5.8283,34.0,33.79,-118.07,353.0,362400.0
6.6312,31.0,33.79,-118.09,623.0,360100.0
5.5767,34.0,33.78,-118.08,346.0,372000.0
6.9324,30.0,33.78,-118.08,414.0,364700.0
5.0102,25.0,33.78,-118.08,903.0,340100.0
6.1142,23.0,33.79,-118.02,1001.0,240400.0
5.7837,23.0,33.79,-118.01,403.0,258000.0
5.875,24.0,33.8,-118.02,8.0,193800.0
8.4952,16.0,33.8,-118.02,429.0,359600.0
5.32,16.0,33.8,-118.01,650.0,219500.0
8.7015,18.0,33.78,-118.05,454.0,390900.0
6.0,25.0,33.78,-118.05,401.0,353500.0
6.6264,25.0,33.78,-118.05,326.0,359100.0
7.3463,22.0,33.78,-118.06,541.0,355600.0
5.0261,33.0,33.8,-118.04,476.0,245100.0
4.8,21.0,33.8,-118.06,477.0,196900.0
6.4288,26.0,33.79,-118.07,625.0,320700.0
4.1379,22.0,33.8,-118.06,404.0,212500.0
3.6217,20.0,33.8,-118.06,304.0,195300.0
3.6442,17.0,33.8,-118.07,532.0,193100.0
3.2465,19.0,33.79,-118.05,317.0,277400.0
4.5395,21.0,33.84,-118.04,1129.0,256000.0
6.983,21.0,33.84,-118.05,654.0,329700.0
4.6681,19.0,33.83,-118.04,748.0,320700.0
5.844,26.0,33.82,-118.04,648.0,273900.0
4.055,20.0,33.83,-118.04,283.0,201900.0
5.123,25.0,33.82,-118.05,265.0,159600.0
4.5833,25.0,33.82,-118.06,415.0,190900.0
5.4216,25.0,33.81,-118.06,544.0,263000.0
8.5407,22.0,33.81,-118.07,368.0,398800.0
3.8792,22.0,33.8,-118.07,295.0,218200.0
3.3155,21.0,33.81,-118.08,264.0,237500.0
5.6093,17.0,33.82,-118.03,310.0,244400.0
3.6815,17.0,33.82,-118.03,457.0,245300.0
6.0162,20.0,33.82,-118.03,472.0,318500.0
4.7466,19.0,33.82,-118.02,431.0,258300.0
3.2933,16.0,33.83,-118.02,290.0,260000.0
4.225,34.0,33.83,-118.03,691.0,198400.0
4.625,25.0,33.83,-118.03,509.0,229600.0
3.175,25.0,33.83,-118.03,184.0,132800.0
4.53,22.0,33.83,-118.06,1021.0,226400.0
5.7018,24.0,33.83,-118.05,665.0,286700.0
4.88,21.0,33.83,-118.06,670.0,343900.0
8.6123,21.0,33.82,-118.05,372.0,386700.0
3.8512,17.0,33.83,-118.06,501.0,163800.0
4.6458,24.0,33.82,-118.06,638.0,213400.0
5.8527,22.0,33.81,-118.04,643.0,241000.0
5.6846,27.0,33.81,-118.04,497.0,216100.0
5.2542,26.0,33.81,-118.05,450.0,234600.0
5.7089,26.0,33.81,-118.03,543.0,237400.0
4.535,19.0,33.86,-118.03,322.0,289300.0
5.6094,24.0,33.85,-118.04,355.0,279200.0
5.777,23.0,33.85,-118.04,478.0,315900.0
6.1737,25.0,33.85,-118.05,362.0,313100.0
7.5057,18.0,33.85,-118.04,544.0,328500.0
3.8426,16.0,33.85,-118.03,389.0,344400.0
4.9803,29.0,33.83,-118.01,743.0,208600.0
3.9628,29.0,33.84,-118.01,638.0,215600.0
4.0156,28.0,33.84,-118.03,830.0,196000.0
3.1497,26.0,33.83,-118.02,821.0,217600.0
3.7885,21.0,33.82,-118.02,432.0,204500.0
4.1591,10.0,33.82,-118.01,693.0,192300.0
4.4583,18.0,33.81,-118.01,1065.0,190100.0
5.1155,34.0,33.81,-118.02,641.0,200900.0
5.6677,26.0,33.86,-118.02,394.0,220700.0
5.3416,31.0,33.85,-118.02,353.0,213000.0
4.0865,30.0,33.85,-118.03,452.0,203700.0
3.9156,23.0,33.85,-118.03,1004.0,224100.0
3.8864,29.0,33.85,-118.01,400.0,209300.0
4.6326,29.0,33.85,-118.01,640.0,195200.0
4.5083,34.0,33.85,-118.0,206.0,188000.0
3.4306,29.0,33.86,-118.01,402.0,194200.0
4.5,28.0,33.84,-118.01,803.0,202100.0
5.1775,35.0,33.84,-118.01,709.0,213400.0
4.4821,35.0,33.84,-118.02,580.0,214100.0
5.4746,30.0,33.84,-118.03,797.0,226400.0
3.4167,36.0,33.86,-117.99,219.0,187200.0
4.9777,34.0,33.85,-117.99,304.0,212600.0
4.0455,33.0,33.85,-118.0,405.0,197200.0
3.875,32.0,33.86,-118.0,178.0,203000.0
5.2548,35.0,33.85,-117.99,276.0,192600.0
5.103,34.0,33.84,-117.99,352.0,207000.0
4.0039,30.0,33.84,-118.0,299.0,195100.0
2.8169,29.0,33.84,-118.0,619.0,165100.0
3.139,25.0,33.87,-118.01,1497.0,185700.0
3.0252,20.0,33.86,-117.99,876.0,178000.0
4.7083,28.0,33.88,-118.0,280.0,268100.0
3.369,19.0,33.88,-118.01,341.0,269600.0
4.2422,15.0,33.88,-117.99,527.0,159400.0
3.9559,42.0,33.88,-117.99,314.0,161100.0
2.735,18.0,33.88,-118.0,649.0,170800.0
3.1205,16.0,33.87,-117.99,453.0,174000.0
2.95,13.0,33.87,-118.0,462.0,165600.0
3.0147,17.0,33.87,-117.99,535.0,217000.0
3.59,34.0,33.87,-117.99,291.0,161900.0
2.9,20.0,33.86,-117.99,564.0,176100.0
7.1425,18.0,33.89,-117.98,435.0,393700.0
6.6704,25.0,33.88,-117.99,498.0,240600.0
4.5033,21.0,33.89,-117.99,988.0,160500.0
8.5621,23.0,33.89,-117.99,288.0,347800.0
5.1315,17.0,33.89,-117.97,339.0,181800.0
2.8649,17.0,33.89,-117.97,412.0,137500.0
5.0731,9.0,33.88,-117.97,265.0,185100.0
6.2427,11.0,33.88,-117.97,236.0,218500.0
9.0683,15.0,33.89,-117.97,526.0,367400.0
6.0394,16.0,33.88,-117.97,318.0,321600.0
10.2252,14.0,33.89,-117.97,130.0,462800.0
1.7083,33.0,39.17,-120.1,92.0,143800.0
2.1987,30.0,39.09,-120.06,124.0,124000.0
1.1912,22.0,39.15,-120.06,42.0,170000.0
4.1316,15.0,39.12,-120.2,76.0,200000.0
3.0375,25.0,39.14,-120.18,116.0,171900.0
3.9722,21.0,39.14,-120.16,144.0,127800.0
3.6563,18.0,39.17,-120.18,163.0,146900.0
2.9125,32.0,39.17,-120.15,209.0,145800.0
5.75,25.0,39.15,-120.15,78.0,176600.0
4.1016,14.0,39.2,-120.15,66.0,283300.0
3.5667,17.0,39.18,-120.12,189.0,179200.0
5.5456,18.0,39.19,-120.1,106.0,360000.0
3.9375,17.0,39.19,-120.1,80.0,213200.0
3.087,20.0,39.2,-120.1,174.0,196900.0
4.5795,18.0,39.21,-120.11,162.0,158300.0
3.1193,21.0,39.24,-120.11,150.0,153300.0
4.8182,19.0,39.23,-120.08,104.0,146900.0
4.962,20.0,39.24,-120.07,152.0,169500.0
3.01,21.0,39.25,-120.06,233.0,163500.0
2.65,30.0,39.24,-120.04,213.0,123800.0
4.1364,24.0,39.27,-120.04,95.0,154500.0
1.7609,24.0,39.24,-120.02,257.0,99300.0
3.0057,22.0,39.24,-120.02,342.0,93600.0
1.8269,32.0,39.24,-120.02,303.0,225000.0
2.6023,26.0,39.26,-120.01,138.0,139300.0
3.653,13.0,38.98,-120.91,1198.0,146800.0
2.8155,30.0,39.02,-120.81,146.0,101000.0
2.2917,19.0,39.12,-120.69,184.0,118200.0
2.6319,15.0,39.02,-120.83,229.0,97700.0
2.5373,18.0,38.91,-121.06,1373.0,143000.0
2.4273,27.0,38.9,-121.08,709.0,138400.0
4.2917,17.0,38.88,-121.06,1227.0,184300.0
2.6701,41.0,38.89,-121.08,710.0,139000.0
1.7375,52.0,38.9,-121.07,266.0,122200.0
5.2903,20.0,38.89,-121.15,309.0,239400.0
3.3802,17.0,38.86,-121.12,686.0,216500.0
3.0917,48.0,38.87,-121.13,186.0,128100.0
4.2723,23.0,38.91,-121.15,299.0,193100.0
6.0,10.0,38.85,-121.08,389.0,220100.0
5.1721,17.0,38.74,-121.16,447.0,237100.0
6.4789,15.0,38.77,-121.14,1300.0,287800.0
8.4882,27.0,38.75,-121.16,111.0,276600.0
4.2143,22.0,38.84,-121.14,428.0,236500.0
5.07,22.0,38.82,-121.14,278.0,233000.0
4.1685,20.0,38.8,-121.15,314.0,217500.0
6.1642,13.0,38.78,-121.18,532.0,277800.0
5.1857,18.0,38.8,-121.18,405.0,220100.0
3.1583,16.0,38.76,-121.21,286.0,239200.0
4.3962,11.0,38.75,-121.21,623.0,264400.0
6.5322,14.0,38.76,-121.17,251.0,394000.0
7.7499,11.0,38.73,-121.2,616.0,334800.0
6.0302,16.0,38.73,-121.18,226.0,273100.0
4.7941,16.0,38.75,-121.18,429.0,247600.0
5.4896,5.0,38.75,-121.24,1294.0,229600.0
4.9,12.0,38.72,-121.24,549.0,203700.0
2.6065,19.0,38.74,-121.27,685.0,154900.0
5.3451,14.0,38.73,-121.26,540.0,172100.0
3.3941,22.0,38.74,-121.26,1316.0,135900.0
5.419,6.0,38.73,-121.28,631.0,267400.0
6.0804,6.0,38.72,-121.27,663.0,198700.0
4.485,10.0,38.72,-121.25,1131.0,179400.0
2.5083,21.0,38.75,-121.27,1045.0,128500.0
4.05,33.0,38.74,-121.28,789.0,134700.0
3.6455,9.0,38.73,-121.3,1043.0,139200.0
3.141,21.0,38.73,-121.36,411.0,220100.0
4.3897,14.0,38.74,-121.32,232.0,186300.0
4.0519,7.0,38.75,-121.31,706.0,129200.0
2.655,36.0,38.75,-121.3,804.0,86300.0
2.108,52.0,38.75,-121.28,94.0,83800.0
2.3611,41.0,38.74,-121.3,959.0,87900.0
4.2259,3.0,38.77,-121.33,3112.0,169300.0
2.1366,47.0,38.76,-121.28,578.0,101900.0
2.7188,43.0,38.75,-121.27,249.0,85300.0
6.0097,12.0,38.76,-121.29,170.0,187500.0
5.8718,6.0,38.77,-121.28,587.0,201400.0
3.816,7.0,38.8,-121.28,1591.0,147900.0
3.5288,11.0,38.78,-121.24,369.0,141100.0
0.8691,18.0,38.78,-121.24,136.0,136500.0
2.0807,13.0,38.78,-121.23,783.0,142600.0
6.3914,8.0,38.78,-121.22,409.0,218000.0
5.4498,5.0,38.82,-121.24,1582.0,217300.0
5.5205,14.0,38.8,-121.25,705.0,188700.0
3.7904,15.0,38.79,-121.24,428.0,173200.0
3.1875,23.0,38.79,-121.24,269.0,110200.0
2.2292,45.0,38.79,-121.23,190.0,92000.0
3.5265,11.0,38.8,-121.22,477.0,124800.0
6.0,20.0,38.87,-121.19,519.0,209400.0
3.5607,21.0,38.83,-121.21,603.0,151900.0
4.4085,8.0,38.85,-121.19,716.0,139400.0
2.9484,15.0,38.83,-121.18,805.0,124400.0
4.0862,19.0,38.85,-121.39,590.0,162700.0
4.0282,16.0,39.0,-121.3,540.0,126400.0
2.7083,16.0,38.97,-121.31,222.0,82100.0
4.4958,19.0,38.92,-121.22,429.0,192600.0
4.4769,16.0,38.87,-121.27,357.0,191400.0
3.1691,45.0,38.9,-121.29,407.0,108700.0
2.7656,31.0,38.9,-121.28,240.0,93600.0
3.3889,10.0,38.89,-121.29,146.0,110800.0
3.4706,23.0,38.89,-121.3,315.0,99300.0
2.9866,45.0,38.89,-121.3,281.0,91300.0
2.8194,9.0,38.89,-121.32,1176.0,111300.0
4.6771,16.0,38.92,-121.14,299.0,212000.0
3.0321,21.0,38.92,-121.1,859.0,135500.0
4.0679,24.0,38.91,-121.11,403.0,190500.0
1.0179,42.0,38.94,-121.1,112.0,125000.0
4.515,15.0,38.92,-121.07,831.0,164000.0
3.3021,34.0,38.92,-121.05,378.0,158800.0
4.3553,15.0,39.0,-121.15,680.0,220600.0
4.5129,16.0,38.95,-121.19,412.0,196300.0
1.8238,14.0,38.95,-121.11,844.0,158600.0
2.1287,17.0,38.95,-121.1,363.0,55300.0
4.7019,14.0,38.98,-121.06,369.0,212800.0
4.8214,12.0,38.97,-121.05,510.0,201900.0
5.2536,13.0,38.97,-121.09,231.0,191900.0
5.0126,16.0,39.0,-121.1,187.0,192300.0
2.7463,18.0,38.95,-121.08,377.0,156100.0
2.4278,14.0,38.93,-121.08,794.0,167700.0
4.7143,14.0,38.94,-121.07,297.0,150700.0
2.75,22.0,38.95,-121.04,407.0,153200.0
2.3696,17.0,39.04,-120.99,397.0,166800.0
3.6354,17.0,38.99,-120.98,622.0,162900.0
4.8051,21.0,39.0,-121.04,693.0,174300.0
3.9734,17.0,39.01,-121.02,770.0,185400.0
10.9891,4.0,39.0,-121.0,27.0,312500.0
3.9196,25.0,39.18,-120.87,373.0,142700.0
2.8603,17.0,39.15,-120.87,283.0,128900.0
3.0147,15.0,39.27,-120.58,266.0,118800.0
3.0,16.0,39.3,-120.33,21.0,175000.0
4.0819,14.0,39.28,-120.18,254.0,141300.0
3.3699,22.0,39.2,-120.22,353.0,244000.0
2.5326,24.0,39.12,-120.96,374.0,139100.0
3.0403,20.0,39.08,-120.98,815.0,148000.0
3.1972,8.0,39.05,-120.94,661.0,151500.0
1.8914,25.0,39.93,-120.98,449.0,87800.0
2.8125,26.0,39.93,-120.95,365.0,83500.0
2.0221,20.0,39.9,-120.93,320.0,70900.0
2.8812,23.0,39.93,-120.9,529.0,81900.0
3.5417,20.0,39.95,-120.9,203.0,96600.0
2.9559,15.0,39.96,-120.93,316.0,118800.0
2.6458,35.0,40.02,-120.92,72.0,102500.0
2.2656,23.0,39.9,-120.74,152.0,88200.0
2.1216,15.0,39.78,-120.57,242.0,102000.0
2.2019,15.0,39.72,-120.66,348.0,130500.0
3.9583,9.0,39.82,-120.74,122.0,126500.0
2.5893,8.0,39.75,-121.0,39.0,83000.0
2.2101,16.0,39.86,-121.14,244.0,88800.0
2.5156,18.0,39.79,-120.53,201.0,71900.0
2.375,11.0,39.78,-120.48,86.0,100000.0
1.7829,47.0,39.8,-120.45,419.0,55900.0
2.2717,18.0,39.83,-120.46,617.0,75900.0
2.1667,10.0,39.82,-120.38,209.0,92800.0
3.0625,19.0,39.8,-120.15,140.0,82500.0
2.2132,22.0,40.17,-120.94,222.0,89200.0
2.2067,24.0,40.08,-120.91,274.0,69600.0
1.5774,31.0,40.14,-120.94,580.0,58000.0
1.625,38.0,40.01,-121.23,115.0,75000.0
2.9554,19.0,40.13,-120.71,110.0,89400.0
2.625,25.0,40.27,-121.25,16.0,67500.0
3.5962,36.0,40.31,-121.24,262.0,93600.0
2.1524,21.0,40.29,-121.23,582.0,77100.0
5.8453,10.0,40.23,-121.19,104.0,193800.0
1.6944,11.0,40.19,-121.08,43.0,137500.0
3.4844,23.0,40.23,-121.06,85.0,143800.0
3.6477,15.0,40.3,-121.09,206.0,113400.0
1.6875,17.0,40.29,-121.14,172.0,111500.0
3.3462,14.0,40.25,-121.15,281.0,145200.0
2.5469,38.0,34.0,-117.35,236.0,87800.0
2.9688,42.0,33.99,-117.36,283.0,92900.0
2.4306,36.0,34.0,-117.37,142.0,88900.0
3.025,41.0,34.0,-117.37,250.0,90600.0
3.3622,19.0,34.0,-117.36,838.0,105100.0
3.6415,15.0,34.01,-117.37,185.0,124200.0
3.3687,45.0,34.0,-117.38,515.0,123800.0
2.7054,52.0,33.99,-117.38,313.0,141700.0
2.0284,52.0,33.98,-117.38,504.0,101600.0
3.145,37.0,33.98,-117.39,437.0,169100.0
3.0694,24.0,33.97,-117.41,182.0,125000.0
2.1151,43.0,33.98,-117.37,675.0,96700.0
1.6389,29.0,33.97,-117.38,253.0,155000.0
2.1528,10.0,33.98,-117.38,186.0,162500.0
1.1194,27.0,33.98,-117.37,484.0,95800.0
1.685,44.0,33.99,-117.37,220.0,114200.0
2.0436,46.0,33.98,-117.36,435.0,82300.0
2.5804,34.0,33.97,-117.37,682.0,92400.0
1.4514,38.0,33.97,-117.37,200.0,79900.0
1.95,40.0,33.97,-117.37,244.0,84800.0
2.025,52.0,33.98,-117.37,24.0,125000.0
2.6071,45.0,33.99,-117.35,31.0,112500.0
1.6943,31.0,33.98,-117.35,1076.0,85900.0
3.024,27.0,33.97,-117.35,838.0,122500.0
2.7596,32.0,33.97,-117.36,327.0,82200.0
2.4667,33.0,33.98,-117.36,467.0,80700.0
7.2519,33.0,33.96,-117.37,528.0,216600.0
8.2405,25.0,33.96,-117.35,314.0,235200.0
7.6632,28.0,33.95,-117.35,211.0,204800.0
6.6635,14.0,33.94,-117.37,1238.0,219600.0
8.5326,7.0,33.92,-117.36,1107.0,315200.0
4.3176,52.0,33.97,-117.39,529.0,136200.0
2.6895,30.0,33.97,-117.38,580.0,150000.0
3.2917,52.0,33.96,-117.39,358.0,129300.0
3.575,51.0,33.96,-117.4,298.0,125500.0
3.4044,48.0,33.97,-117.39,376.0,117900.0
5.0194,38.0,33.97,-117.4,232.0,148900.0
3.8618,41.0,33.97,-117.4,269.0,134800.0
2.3798,32.0,33.96,-117.41,595.0,118800.0
3.864,24.0,33.96,-117.41,823.0,123400.0
4.337,34.0,33.97,-117.41,389.0,157800.0
12.5381,29.0,33.96,-117.44,18.0,112500.0
3.8682,28.0,33.96,-117.43,646.0,116500.0
3.7344,31.0,33.95,-117.44,161.0,115300.0
3.1384,46.0,33.95,-117.4,389.0,111500.0
2.4408,32.0,33.95,-117.4,444.0,117300.0
2.9583,37.0,33.95,-117.41,305.0,132100.0
3.0542,37.0,33.95,-117.41,287.0,123900.0
2.8173,32.0,33.95,-117.42,798.0,110800.0
2.7452,33.0,33.96,-117.42,459.0,98100.0
3.0208,27.0,33.96,-117.41,415.0,112700.0
3.4491,30.0,33.96,-117.38,575.0,133800.0
3.1667,36.0,33.95,-117.39,262.0,122900.0
4.125,35.0,33.95,-117.39,287.0,120700.0
1.1601,43.0,33.95,-117.4,135.0,121400.0
4.0833,49.0,33.96,-117.39,451.0,114400.0
4.3542,32.0,33.95,-117.37,311.0,142600.0
4.0966,20.0,33.94,-117.37,291.0,140100.0
4.0625,21.0,33.94,-117.38,385.0,136800.0
4.8333,26.0,33.93,-117.39,485.0,127900.0
3.7109,35.0,33.95,-117.39,673.0,109100.0
3.0509,30.0,33.94,-117.4,214.0,82700.0
2.2222,35.0,33.93,-117.4,261.0,81300.0
4.0156,35.0,33.93,-117.41,128.0,89300.0
3.5865,37.0,33.94,-117.4,191.0,112000.0
3.1458,42.0,33.94,-117.4,203.0,116000.0
2.87,33.0,33.94,-117.41,420.0,117600.0
3.25,29.0,33.94,-117.41,706.0,112500.0
3.1795,32.0,33.93,-117.42,590.0,125600.0
2.4435,22.0,33.94,-117.41,1013.0,118500.0
3.5403,26.0,33.94,-117.42,469.0,113500.0
4.1528,35.0,33.94,-117.42,353.0,113900.0
4.0526,36.0,33.95,-117.43,405.0,104500.0
4.5122,36.0,33.93,-117.43,374.0,113300.0
2.1865,15.0,33.93,-117.43,1240.0,129300.0
2.4922,31.0,33.93,-117.43,254.0,109400.0
4.6327,34.0,33.93,-117.44,284.0,116000.0
2.1023,12.0,33.94,-117.45,859.0,103700.0
3.9118,32.0,33.94,-117.44,425.0,114100.0
3.9128,30.0,33.94,-117.44,507.0,126900.0
4.1776,32.0,33.94,-117.44,306.0,118700.0
4.375,33.0,33.93,-117.44,227.0,129900.0
3.2731,20.0,33.93,-117.45,1199.0,113900.0
3.0437,33.0,33.92,-117.44,517.0,110800.0
3.7333,29.0,33.91,-117.45,415.0,121400.0
2.2548,35.0,33.92,-117.45,551.0,113300.0
2.3851,25.0,33.92,-117.39,577.0,113700.0
3.6667,32.0,33.9,-117.4,180.0,314100.0
4.2788,23.0,33.9,-117.44,778.0,148700.0
4.3222,15.0,33.91,-117.43,2245.0,138000.0
7.7197,4.0,33.89,-117.42,13.0,193800.0
2.7083,25.0,34.01,-117.4,331.0,87800.0
2.6442,34.0,34.01,-117.41,199.0,92000.0
3.05,33.0,34.02,-117.43,449.0,97800.0
4.2321,9.0,34.02,-117.42,858.0,162800.0
1.6955,24.0,34.0,-117.4,532.0,86800.0
2.0742,31.0,34.0,-117.4,283.0,76200.0
1.9052,38.0,34.0,-117.41,530.0,83400.0
4.2589,21.0,33.98,-117.43,406.0,152200.0
3.0606,16.0,33.98,-117.42,1909.0,119500.0
